X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
117.0,117.0,train,0.004957376057987033,82.10622548129895,0.9775025074051551
119.0,119.0,train,0.002770042348205742,64.72362432422567,0.8799896008845485
120.0,120.0,train,4.474898361447734E-4,20.028739074942717,0.290011520003707
122.0,122.0,train,0.0016823234673073407,53.03591077839882,0.7240794075344905
124.0,124.0,train,0.001747726012828845,53.89383015543597,0.7375516431057506
125.0,125.0,train,0.00165351288731786,52.53475404587206,0.7179273694166121
126.0,126.0,train,0.00116899812318759,44.102344111475425,0.5912883780815494
127.0,127.0,train,0.004845192302262629,81.61051546708285,0.9754854023799889
128.0,128.0,train,0.0016081192862487336,52.04036422102617,0.7079547857711277
129.0,129.0,train,0.0037317791823088817,73.50019848938419,0.9425181225161244
131.0,131.0,train,0.005159989553333866,85.15458625169353,0.9807343352459525
134.0,134.0,train,0.004251517803863541,77.46517938175818,0.961384091761286
136.0,136.0,train,0.0020057520431967595,56.518757544283915,0.7845858479230865
137.0,137.0,train,0.0021994741902927888,59.25445011253621,0.8142710265717121
138.0,138.0,train,9.577162447586722E-4,38.67250757193756,0.5195496255802101
139.0,139.0,train,0.005810020655671086,89.49914616239613,0.9882858928689687
140.0,140.0,train,0.0029668794206220562,66.4485341289195,0.8967740510540595
142.0,142.0,train,0.0021962041995379944,59.03472843419659,0.8138055954003032
143.0,143.0,train,0.004323540249766433,78.32522591982912,0.9634552077235948
144.0,144.0,train,0.0029594279052641134,66.15186090081706,0.8961836349062865
145.0,145.0,train,2.5789396482431504E-4,9.684444355003338,0.1791302095027857
146.0,146.0,train,3.9274139660560404E-4,17.17003037388598,0.2596278740512141
147.0,147.0,train,2.733074566507358E-4,10.772398625546094,0.1887574481745582
148.0,148.0,train,3.0688361492918313E-4,12.805457005579386,0.2093399844699514
149.0,149.0,train,6.379791439373196E-4,28.02428560162852,0.38633501084651045
150.0,150.0,train,9.950646449233464E-4,39.735628389614504,0.5330894670695785
151.0,151.0,train,0.0015107561259674921,50.11393032636048,0.6853597506060517
153.0,153.0,train,0.003606403394750074,72.02939664652133,0.936728705731547
155.0,155.0,train,0.002731141596332543,63.89654384586094,0.8763626302277627
156.0,156.0,train,0.006211846897070387,91.9423817746905,0.9913872986826965
158.0,158.0,train,0.0045932269417692136,79.36760950403779,0.9702710351712277
159.0,159.0,train,0.005014687563489375,82.60769033626607,0.9784680491844464
160.0,160.0,train,0.00103382394922812,41.00767369014205,0.5467374768869562
161.0,161.0,train,5.994834085213536E-4,26.73140523738127,0.36798469742247175
162.0,162.0,train,0.002046370116451344,57.33134622425769,0.7911798011520188
164.0,164.0,train,0.0015175017270444926,50.36414182689616,0.6869800674921347
165.0,165.0,train,0.0014505246085811184,49.125840621514,0.6705149998270563
166.0,166.0,train,0.0010206515204456458,40.51088809364905,0.5421445186187638
167.0,167.0,train,2.383021670849229E-4,8.32495317837134,0.16672812915055035
171.0,171.0,train,0.0037782347511370255,75.00560188336209,0.9445260878715842
172.0,172.0,train,0.0013864584479373397,48.42075688005532,0.6539557156629714
173.0,173.0,train,0.0010238304286398399,40.59578302750404,0.54325718214339
175.0,175.0,train,0.0013236969457343405,47.34097249226895,0.6369269319311466
177.0,177.0,train,0.004197396888842284,77.03997687401134,0.959750877351991
178.0,178.0,train,0.008233558434471345,99.17153559650929,0.9981672274459978
180.0,180.0,train,0.0032169595288011896,68.92279049056896,0.9147566445110995
183.0,183.0,train,0.008284607077546106,99.9999525731984,0.9982374572775013
186.0,186.0,train,0.00315456343426342,68.28604190104066,0.9105868433393037
187.0,187.0,train,2.5983166334989327E-4,9.783741000335933,0.1803467432345951
188.0,188.0,train,3.042222647737381E-4,12.62042576039976,0.20772778088750554
189.0,189.0,train,0.0024287744385464356,61.557560286019815,0.8441672698810011
190.0,190.0,train,0.0025223367720361646,62.30261456201077,0.8549365785372823
191.0,191.0,train,0.004178190955848438,76.62032604934753,0.9591548399463586
195.0,195.0,train,0.007516050740766218,96.77388250104192,0.996825955124027
198.0,198.0,train,0.0012877027480518324,46.406203256484794,0.626785289082993
199.0,199.0,train,0.006417013527770441,92.58415746931787,0.9926389360975658
202.0,202.0,train,0.002041535371794151,57.12664445268072,0.7904056325886148
31.0,31.0,test,0.0021809938590528,58.67554978484525,0.8116252680086142
23.0,23.0,test,9.281700421467226E-4,38.04450597811508,0.5085606849129432
1.0,1.0,test,4.363699726206174E-4,19.457545730251578,0.28394295629713195
121.0,121.0,test,1.999712418653197E-4,6.449161135789081,0.14191920013559678
123.0,123.0,test,0.0014589174074808508,49.18005096355997,0.6726247643531433
102.0,102.0,test,0.002655357186945547,63.099309211500305,0.868978967929231
35.0,35.0,test,3.449777752602203E-4,14.954909458625702,0.2320604837688457
141.0,141.0,test,6.530986959338965E-4,28.504088744335082,0.39339567342046877
181.0,181.0,test,0.0012117506714004961,45.25650674881703,0.6044460312432214
174.0,174.0,test,3.3256907450484626E-4,14.423018416300588,0.22473218757724867
118.0,118.0,test,0.0012755037885856394,46.24221330752843,0.6232842551941005
192.0,192.0,test,0.0022311956462125523,59.68390542102033,0.8187261209449472
92.0,92.0,test,0.003740635356887988,73.93530185731557,0.9429064442556446
130.0,130.0,test,0.006811981727521137,94.52126590260865,0.994559354326924
194.0,194.0,test,0.003260239115997698,69.27833363466809,0.9175341566968098
95.0,95.0,test,3.706179907459787E-4,16.194735056598212,0.2469842985302878
135.0,135.0,test,8.285478529290365E-5,3.1583050383385265,0.06144765363894522
98.0,98.0,test,0.007311062967106276,95.73624270416975,0.9962867652346367
115.0,115.0,test,0.0012184135611657866,45.363899109404876,0.6064581200067447
169.0,169.0,test,0.004521172503599474,79.0598228053394,0.9685854257824295
152.0,152.0,test,0.001298737295601986,46.54123379209101,0.6299241081442403
27.0,27.0,test,7.222220749240115E-4,31.00660478554812,0.42465490202929124
114.0,114.0,test,0.0011209098007412192,43.0876899627526,0.5759648326973483
168.0,168.0,test,3.0183466210409937E-4,12.467470699891308,0.20627861181271157
69.0,69.0,test,0.001954194467933409,55.90841113177634,0.7759152384242342
182.0,182.0,test,0.002864660490215762,65.77368522523862,0.8883735382079827
51.0,51.0,test,0.001228035330679708,45.51803277554607,0.6093456958597302
37.0,37.0,test,0.002391779161785115,61.341217983295955,0.8396916427594493
47.0,47.0,test,0.003725908722026758,73.4598319718753,0.9422592625793988
201.0,201.0,test,0.002761648957649351,64.40047272608268,0.8792161410692736
90.0,90.0,test,0.005279648045453002,86.04136400207238,0.9824204119697643
106.0,106.0,test,0.0037822152292375337,75.04082894650129,0.9446948396342422
33.0,33.0,test,0.004086786628867079,76.04612911507701,0.9561949652819991
197.0,197.0,test,0.001294529706159887,46.48974522372014,0.6287303692602142
176.0,176.0,test,0.0018811401674305058,55.26149219599972,0.7630285227160004
179.0,179.0,test,2.76146871593838E-5,1.1995780923352537,0.020914343731433527
68.0,68.0,test,0.0017524093182186768,53.99241583922516,0.7384907258779494
200.0,200.0,test,0.0022051230074767985,59.33092562275445,0.8150723066572799
133.0,133.0,test,0.003938418554232521,75.62359231830732,0.9509270013354922
17.0,17.0,test,0.00446805160132412,78.93901066985163,0.9672818355522949
97.0,97.0,test,4.433284010304372E-4,19.824367768384263,0.28774650051144357
132.0,132.0,test,0.004484755478163367,78.97699849413185,0.9676974767734635
193.0,193.0,test,0.0065716882803519595,93.91409294632643,0.9934607846953534
5.0,5.0,test,9.204712013953216E-4,37.742635408075415,0.5056562535248856
19.0,19.0,test,2.2353369369516928E-4,7.5861115535481805,0.15725562301444163
100.0,100.0,test,0.0020915977058288417,58.17136568250753,0.798284838006077
196.0,196.0,test,0.003564747335771447,71.74545707318053,0.9346789016246053
184.0,184.0,test,0.012635038270484705,100.0,0.9999369004276327
24.0,24.0,test,3.872242903391798E-5,1.5418795192884216,0.02920306081090318
107.0,107.0,test,0.003697368064300615,73.26358041613949,0.9409840453264661
49.0,49.0,test,0.001534174349685641,50.862012952228994,0.690949180823798
154.0,154.0,test,0.0050584864289961685,83.84108292783553,0.9791779092427622
70.0,70.0,test,0.0017797854737548488,54.480279601528856,0.7439132709989932
185.0,185.0,test,9.881585378664847E-4,39.59431169313162,0.5306148899797769
163.0,163.0,test,0.0021249975172506243,58.269684113574804,0.8033761405631806
83.0,83.0,test,1.966990177351119E-4,6.315097635390232,0.13976740519693331
58.0,58.0,test,0.004002928420436741,75.75364865149169,0.9532911608590737
157.0,157.0,test,0.004036093945760542,75.86932188797498,0.954461929487191
170.0,170.0,test,0.00356481535499222,71.7459206996186,0.9346823022556252
74.0,74.0,test,7.326695962117106E-4,31.343676134679445,0.42923729268774513
