Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.72808E-4,16.256398746,0.248245465,0.070403435,0.091549296,0.166666667
3.78559E-4,16.51930321,0.25154712,0.069612386,0.098591549,0.166666667
3.83047E-4,16.78640597,0.254113994,0.068821336,0.098591549,0.166666667
3.88949E-4,17.017609007,0.257475752,0.068143293,0.098591549,0.166666667
3.94817E-4,17.253451582,0.260802918,0.06746525,0.105633803,0.166666667
3.99282E-4,17.531655833,0.263324818,0.0666742,0.105633803,0.166666667
4.02714E-4,17.77247863,0.265257436,0.065996158,0.105633803,0.166666667
4.0611E-4,18.01486232,0.267165011,0.065318115,0.105633803,0.166666667
4.11891E-4,18.261140711,0.270400544,0.064640072,0.105633803,0.166666667
4.21234E-4,18.510811097,0.275599123,0.06396203,0.105633803,0.166666667
4.24889E-4,18.764722581,0.277623078,0.063283987,0.105633803,0.166666667
4.28907E-4,19.020987433,0.279841032,0.062605944,0.105633803,0.166666667
4.34722E-4,19.279935001,0.283039123,0.061927901,0.105633803,0.166666667
4.37149E-4,19.541505633,0.28436966,0.061249859,0.105633803,0.183333333
4.42046E-4,19.761388059,0.28704725,0.060684823,0.105633803,0.183333333
4.4749E-4,20.028747122,0.29001152,0.06000678,0.112676056,0.2
4.50875E-4,20.253260206,0.291848716,0.059441745,0.11971831,0.2
4.58397E-4,20.526886473,0.295914142,0.058763702,0.11971831,0.2
4.63045E-4,20.757484041,0.298414513,0.058198667,0.126760563,0.2
4.72983E-4,21.039633886,0.303730516,0.057520624,0.126760563,0.2
4.79342E-4,21.278247427,0.307111226,0.056955588,0.126760563,0.2
4.87306E-4,21.520231988,0.311322255,0.056390553,0.133802817,0.2
4.88993E-4,21.764302223,0.312210756,0.055825517,0.133802817,0.2
4.95933E-4,22.010877342,0.315854305,0.055260481,0.133802817,0.2
4.99384E-4,22.25990317,0.31765941,0.054695446,0.133802817,0.2
5.0222E-4,22.510286235,0.319138503,0.05413041,0.133802817,0.2
5.09422E-4,22.763664262,0.322881704,0.053565375,0.133802817,0.2
5.13461E-4,23.019610344,0.324971361,0.053000339,0.133802817,0.2
5.20986E-4,23.279138976,0.328848221,0.052435303,0.133802817,0.2
5.23939E-4,23.540777762,0.330363332,0.051870268,0.133802817,0.2
5.26037E-4,23.750821831,0.331437901,0.051418239,0.133802817,0.2
5.30187E-4,24.015119463,0.333558018,0.050853204,0.133802817,0.2
5.36843E-4,24.282219371,0.336944927,0.050288168,0.14084507,0.2
5.4533E-4,24.55317711,0.341238024,0.049723133,0.14084507,0.2
5.47782E-4,24.77211021,0.342472914,0.049271104,0.14084507,0.2
5.56176E-4,25.047821901,0.346684244,0.048706068,0.147887324,0.2
5.62357E-4,25.271784156,0.349767331,0.04825404,0.147887324,0.2
5.672E-4,25.554775746,0.352173312,0.047689004,0.147887324,0.2
5.73607E-4,25.783081143,0.355342466,0.047236976,0.147887324,0.2
5.78469E-4,26.013475633,0.357737122,0.046784947,0.147887324,0.2
5.85183E-4,26.304445076,0.361029159,0.046219912,0.147887324,0.2
5.96275E-4,26.541813878,0.366430554,0.045767883,0.147887324,0.2
6.00332E-4,26.781550227,0.368395001,0.045315855,0.154929577,0.2
6.08653E-4,27.023767182,0.372404899,0.044863826,0.161971831,0.2
6.18721E-4,27.269157335,0.377222443,0.044411798,0.169014085,0.2
6.24167E-4,27.518269514,0.379812966,0.043959769,0.169014085,0.2
6.32641E-4,27.770209493,0.383822633,0.043507741,0.169014085,0.2
6.37979E-4,28.024280908,0.386335011,0.043055713,0.169014085,0.2
6.45898E-4,28.282510284,0.390042987,0.042603684,0.176056338,0.2
6.53099E-4,28.504098101,0.393395673,0.042151656,0.176056338,0.2
6.67871E-4,28.807630795,0.400215681,0.041699627,0.176056338,0.216666667
6.7273E-4,29.008882156,0.402442203,0.041360606,0.176056338,0.216666667
6.77377E-4,29.279199027,0.404563915,0.040908577,0.176056338,0.216666667
6.8401E-4,29.551448016,0.407579287,0.040456549,0.176056338,0.216666667
6.91808E-4,29.757756709,0.411104594,0.040117527,0.176056338,0.216666667
6.95704E-4,30.035442735,0.41285797,0.039665499,0.176056338,0.216666667
7.0596E-4,30.316268439,0.417448812,0.03921347,0.176056338,0.216666667
7.14052E-4,30.529518839,0.421045817,0.038874449,0.183098592,0.216666667
7.1833E-4,30.816014095,0.422938447,0.038422421,0.190140845,0.216666667
7.22222E-4,31.006602526,0.424654902,0.038083399,0.197183099,0.216666667
7.3033E-4,31.251122484,0.428214255,0.037744378,0.204225352,0.233333333
7.37758E-4,31.544971702,0.431455831,0.037292349,0.204225352,0.25
7.50587E-4,31.768719871,0.437011086,0.036953328,0.204225352,0.25
7.59382E-4,32.071252417,0.440788523,0.0365013,0.204225352,0.25
7.66452E-4,32.300276949,0.443806231,0.036162278,0.204225352,0.25
7.78206E-4,32.531880083,0.448787545,0.035823257,0.204225352,0.25
7.9818E-4,32.769777506,0.457150551,0.035484236,0.204225352,0.25
8.04777E-4,33.01032031,0.459884486,0.035145214,0.204225352,0.25
8.15977E-4,33.254479655,0.464494917,0.034806193,0.204225352,0.25
8.20506E-4,33.500152873,0.466348009,0.034467171,0.204225352,0.25
8.31601E-4,33.830573372,0.470860457,0.034015143,0.204225352,0.25
8.4029E-4,34.081393272,0.47436791,0.033676122,0.204225352,0.25
8.42393E-4,34.333863951,0.475213373,0.0333371,0.204225352,0.25
8.44039E-4,34.502588612,0.475874156,0.033111086,0.211267606,0.25
8.51425E-4,34.756902033,0.47882859,0.032772065,0.211267606,0.25
8.59432E-4,35.013585644,0.482012813,0.032433043,0.211267606,0.25
8.68108E-4,35.272796034,0.485441363,0.032094022,0.211267606,0.25
8.69603E-4,35.533465242,0.486029901,0.031755001,0.218309859,0.25
8.7072E-4,35.794530535,0.486468811,0.031415979,0.218309859,0.25
8.75035E-4,36.056590632,0.488162077,0.031076958,0.225352113,0.25
8.81102E-4,36.320856028,0.490533562,0.030737936,0.232394366,0.25
8.87514E-4,36.586154832,0.493027689,0.030398915,0.232394366,0.25
8.89924E-4,36.76392952,0.493961821,0.030172901,0.232394366,0.25
9.0564E-4,37.035472178,0.500012508,0.02983388,0.232394366,0.25
9.13403E-4,37.308498823,0.502974796,0.029494858,0.232394366,0.25
9.15993E-4,37.583044592,0.503959076,0.029155837,0.232394366,0.25
9.21155E-4,37.767004115,0.505914774,0.028929823,0.232394366,0.266666667
9.2817E-4,38.04450543,0.508560685,0.028590801,0.232394366,0.266666667
9.5004E-4,38.3289232,0.516718547,0.02825178,0.232394366,0.283333333
9.51814E-4,38.519210857,0.51737415,0.028025766,0.232394366,0.283333333
9.62885E-4,38.806753648,0.521446748,0.027686744,0.23943662,0.283333333
9.71146E-4,39.000900778,0.524462887,0.02746073,0.23943662,0.283333333
9.74007E-4,39.292771345,0.525503135,0.027121709,0.23943662,0.283333333
9.87842E-4,39.587834515,0.530500983,0.026782687,0.23943662,0.283333333
9.9758E-4,39.787099018,0.533987657,0.026556673,0.246478873,0.3
1.00724E-3,40.087577882,0.537420289,0.026217652,0.246478873,0.3
1.01237E-3,40.289734103,0.539234763,0.025991637,0.253521127,0.3
1.02383E-3,40.59576785,0.543257182,0.025652616,0.26056338,0.3
1.02963E-3,40.801137289,0.545279003,0.025426602,0.267605634,0.3
1.03382E-3,41.0075604,0.546737477,0.025200588,0.267605634,0.3
1.04473E-3,41.320531799,0.550504611,0.024861566,0.281690141,0.3
1.07521E-3,41.535294005,0.560869572,0.024635552,0.281690141,0.3
1.07843E-3,41.75077117,0.561951818,0.024409538,0.281690141,0.3
1.09287E-3,42.07664966,0.566766898,0.024070516,0.281690141,0.3
1.0964E-3,42.295632046,0.567934885,0.023844502,0.281690141,0.3
1.10238E-3,42.515800986,0.569906726,0.023618488,0.288732394,0.3
1.10818E-3,42.847490431,0.571812934,0.023279467,0.288732394,0.3
1.12033E-3,43.071489047,0.575777538,0.023053452,0.288732394,0.3
1.12839E-3,43.296703283,0.578385433,0.022827438,0.288732394,0.316666667
1.14368E-3,43.524476441,0.583292162,0.022601424,0.288732394,0.316666667
1.1481E-3,43.754071925,0.584699041,0.02237541,0.288732394,0.316666667
1.169E-3,44.102375389,0.591288378,0.022036388,0.288732394,0.316666667
1.17719E-3,44.337044485,0.593844519,0.021810374,0.295774648,0.316666667
1.18135E-3,44.57304087,0.595135351,0.02158436,0.295774648,0.316666667
1.18998E-3,44.810797872,0.59779939,0.021358346,0.295774648,0.316666667
1.19908E-3,45.049725093,0.600590362,0.021132331,0.295774648,0.316666667
1.21394E-3,45.292235952,0.605109502,0.020906317,0.295774648,0.333333333
1.22928E-3,45.537971462,0.609718867,0.020680303,0.295774648,0.366666667
1.2533E-3,45.786942055,0.616828563,0.020454289,0.295774648,0.366666667
1.26356E-3,46.038941207,0.619825442,0.020228274,0.295774648,0.366666667
1.27858E-3,46.294567546,0.624170552,0.02000226,0.295774648,0.383333333
1.29874E-3,46.541266886,0.629924108,0.019776246,0.302816901,0.4
1.30381E-3,46.813852641,0.631358673,0.019550232,0.302816901,0.416666667
1.31319E-3,47.07633425,0.633995936,0.019324217,0.316901408,0.416666667
1.3237E-3,47.34104942,0.636926932,0.019098203,0.316901408,0.416666667
1.32583E-3,47.606206857,0.637519614,0.018872189,0.323943662,0.416666667
1.33439E-3,47.873062598,0.639887628,0.018646175,0.323943662,0.416666667
1.33762E-3,48.006824381,0.640774929,0.018533168,0.323943662,0.416666667
1.36963E-3,48.27831334,0.649470045,0.018307153,0.323943662,0.416666667
1.40258E-3,48.557216936,0.658198792,0.018081139,0.330985915,0.416666667
1.40712E-3,48.838303195,0.65938562,0.017855125,0.338028169,0.416666667
1.45052E-3,49.125810854,0.670515,0.017629111,0.338028169,0.416666667
1.47333E-3,49.273144052,0.676216794,0.017516104,0.345070423,0.433333333
1.48649E-3,49.569235025,0.679462384,0.017290089,0.345070423,0.433333333
1.49325E-3,49.867482613,0.681116189,0.017064075,0.352112676,0.433333333
1.5079E-3,50.01827234,0.684670516,0.016951068,0.35915493,0.433333333
1.51694E-3,50.321041968,0.686845495,0.016725054,0.366197183,0.433333333
1.5209E-3,50.624882495,0.687794028,0.016499039,0.373239437,0.433333333
1.5244E-3,50.777322959,0.688629532,0.016386032,0.373239437,0.433333333
1.56005E-3,51.086212896,0.697010215,0.016160018,0.38028169,0.45
1.58473E-3,51.401487861,0.70267896,0.015934004,0.387323944,0.45
1.58832E-3,51.560320103,0.703495897,0.015820997,0.387323944,0.45
1.59849E-3,51.879564211,0.70579364,0.015594982,0.387323944,0.45
1.60812E-3,52.04037614,0.707954786,0.015481975,0.394366197,0.45
1.65169E-3,52.369345815,0.717532879,0.015255961,0.401408451,0.45
1.65351E-3,52.534697103,0.717927369,0.015142954,0.401408451,0.45
1.67039E-3,52.867599723,0.721548692,0.01491694,0.408450704,0.45
1.68232E-3,53.03583207,0.724079408,0.014803933,0.408450704,0.45
1.69722E-3,53.374064314,0.727207468,0.014577918,0.415492958,0.45
1.72393E-3,53.546456918,0.732726973,0.014464911,0.415492958,0.45
1.74773E-3,53.89388836,0.737551643,0.014238897,0.415492958,0.45
1.75607E-3,54.069494963,0.739221623,0.01412589,0.422535211,0.466666667
1.77415E-3,54.423577952,0.74280608,0.013899876,0.429577465,0.466666667
1.79196E-3,54.602774311,0.746289183,0.013786869,0.429577465,0.483333333
1.8103E-3,54.783804591,0.749825577,0.013673861,0.436619718,0.483333333
1.82713E-3,55.148182391,0.753027871,0.013447847,0.443661972,0.483333333
1.88114E-3,55.261491318,0.763028523,0.01333484,0.443661972,0.483333333
1.93298E-3,55.533338468,0.772247379,0.013221833,0.443661972,0.5
1.95419E-3,55.90817978,0.775915238,0.012995819,0.450704225,0.5
1.95825E-3,56.118408565,0.77660924,0.012882812,0.450704225,0.516666667
1.99734E-3,56.318142861,0.783194913,0.012769804,0.450704225,0.516666667
2.00575E-3,56.518718065,0.784585848,0.012656797,0.450704225,0.516666667
2.02665E-3,56.922554372,0.788004824,0.012430783,0.464788732,0.516666667
2.04154E-3,57.126707909,0.790405633,0.012317776,0.471830986,0.516666667
2.04637E-3,57.331344921,0.791179801,0.012204769,0.478873239,0.516666667
2.06482E-3,57.537826904,0.794107895,0.012091762,0.485915493,0.516666667
2.08776E-3,57.95322679,0.797691129,0.011865748,0.492957746,0.516666667
2.08844E-3,58.1620704,0.797796121,0.01175274,0.5,0.516666667
2.125E-3,58.269691422,0.803376141,0.011639733,0.507042254,0.533333333
2.17607E-3,58.595865497,0.810914096,0.011526726,0.507042254,0.55
2.1896E-3,58.814825545,0.812862101,0.011413719,0.514084507,0.566666667
2.1962E-3,59.034445964,0.813805595,0.011300712,0.521126761,0.566666667
2.19947E-3,59.254393383,0.814271027,0.011187705,0.528169014,0.566666667
2.2312E-3,59.683964364,0.818726121,0.010961691,0.535211268,0.583333333
2.24904E-3,59.924258037,0.821185501,0.010848683,0.535211268,0.6
2.25439E-3,60.149696644,0.821915315,0.010735676,0.542253521,0.6
2.25457E-3,60.375153266,0.821939869,0.010622669,0.549295775,0.6
2.28534E-3,60.603686807,0.826084297,0.010509662,0.549295775,0.6
2.35096E-3,60.838783099,0.834604473,0.010396655,0.549295775,0.6
2.35946E-3,61.074728802,0.835676278,0.010283648,0.556338028,0.6
2.387E-3,61.313428886,0.839104272,0.010170641,0.563380282,0.6
2.42877E-3,61.556306329,0.84416727,0.010057634,0.570422535,0.616666667
2.42963E-3,61.799269437,0.84426941,0.009944627,0.577464789,0.616666667
2.51189E-3,62.050458799,0.85377242,0.009831619,0.577464789,0.616666667
2.52234E-3,62.302692476,0.854936579,0.009718612,0.577464789,0.616666667
2.54304E-3,62.556996266,0.857216929,0.009605605,0.584507042,0.616666667
2.59353E-3,62.816349028,0.862629465,0.009492598,0.584507042,0.616666667
2.65319E-3,63.081668369,0.868761798,0.009379591,0.584507042,0.616666667
2.68619E-3,63.350287467,0.872034867,0.009266584,0.584507042,0.633333333
2.73021E-3,63.623308756,0.876274714,0.009153577,0.584507042,0.633333333
2.73114E-3,63.896422916,0.87636263,0.00904057,0.591549296,0.633333333
2.73475E-3,64.169897763,0.876703484,0.008927562,0.598591549,0.633333333
2.76165E-3,64.400481661,0.879216141,0.008814555,0.605633803,0.633333333
2.77004E-3,64.72360493,0.879989601,0.008701548,0.605633803,0.65
2.80399E-3,65.004003683,0.883067491,0.008588541,0.612676056,0.65
2.8142E-3,65.285423813,0.883978055,0.008475534,0.61971831,0.65
2.8242E-3,65.567843825,0.884862588,0.008362527,0.626760563,0.65
2.86466E-3,65.773683269,0.888373538,0.00824952,0.633802817,0.65
2.95943E-3,66.15186926,0.896183635,0.008136513,0.64084507,0.666666667
2.96688E-3,66.448557202,0.896774051,0.008023505,0.647887324,0.666666667
2.98218E-3,66.746775441,0.897976065,0.007910498,0.654929577,0.666666667
2.98697E-3,67.04547283,0.898349541,0.007797491,0.661971831,0.666666667
3.0383E-3,67.349303033,0.902265585,0.007684484,0.661971831,0.666666667
3.07779E-3,67.657082417,0.905175586,0.007571477,0.661971831,0.666666667
3.12917E-3,67.969999615,0.908832148,0.00745847,0.669014085,0.666666667
3.15456E-3,68.285455958,0.910586843,0.007345463,0.676056338,0.666666667
3.15641E-3,68.601097041,0.910713183,0.007232456,0.683098592,0.666666667
3.21696E-3,68.922792994,0.914756645,0.007119449,0.683098592,0.666666667
3.25007E-3,69.247799541,0.9168895,0.007006441,0.690140845,0.666666667
3.26024E-3,69.278336289,0.917534157,0.006893434,0.690140845,0.666666667
3.36208E-3,69.584007207,0.923717906,0.006893434,0.690140845,0.683333333
3.3875E-3,69.922757212,0.925187926,0.006780427,0.690140845,0.683333333
3.40042E-3,70.262799438,0.925924215,0.00666742,0.690140845,0.683333333
3.43159E-3,70.605958705,0.927670576,0.006554413,0.690140845,0.683333333
3.53362E-3,70.959320738,0.933103976,0.006441406,0.690140845,0.683333333
3.54056E-3,71.313376526,0.93345825,0.006328399,0.690140845,0.683333333
3.55349E-3,71.668725843,0.934113803,0.006215392,0.697183099,0.683333333
3.6064E-3,72.029366182,0.936728706,0.006102384,0.697183099,0.716666667
3.64704E-3,72.394069951,0.938666239,0.005989377,0.704225352,0.716666667
3.65206E-3,72.759275539,0.938901363,0.00587637,0.704225352,0.716666667
3.67751E-3,73.127026194,0.940080036,0.005763363,0.711267606,0.716666667
3.69737E-3,73.263593727,0.940984045,0.005650356,0.718309859,0.716666667
3.73178E-3,73.500204112,0.942518123,0.005650356,0.718309859,0.75
3.73612E-3,73.873815867,0.942708678,0.005537349,0.725352113,0.75
3.76376E-3,74.250192046,0.943908157,0.005424342,0.732394366,0.766666667
3.77544E-3,74.627736361,0.944407431,0.005311335,0.732394366,0.766666667
3.77823E-3,75.005559836,0.944526088,0.005198327,0.73943662,0.766666667
3.82141E-3,75.387701013,0.946329399,0.00508532,0.746478873,0.783333333
3.93842E-3,75.623595233,0.950927001,0.004972313,0.746478873,0.783333333
4.00293E-3,75.753651836,0.953291161,0.004972313,0.746478873,0.8
4.08679E-3,76.046140873,0.956194965,0.004859306,0.753521127,0.833333333
4.17819E-3,76.620305164,0.95915484,0.004746299,0.76056338,0.85
4.1974E-3,77.040044853,0.959750877,0.004633292,0.767605634,0.85
4.25152E-3,77.465196634,0.961384092,0.004520285,0.774647887,0.85
4.27674E-3,77.892870275,0.962122316,0.004407278,0.781690141,0.85
4.32354E-3,78.3252243,0.963455208,0.004294271,0.788732394,0.85
4.39125E-3,78.764349077,0.965300833,0.004181263,0.795774648,0.85
4.52117E-3,79.059812111,0.968585426,0.004068256,0.802816901,0.883333333
4.66883E-3,79.690554437,0.971942439,0.003955249,0.809859155,0.9
4.72008E-3,80.162561989,0.973021708,0.003842242,0.809859155,0.9
4.80803E-3,80.643365084,0.97477812,0.003729235,0.816901408,0.9
4.82621E-3,81.125986064,0.975126627,0.003616228,0.816901408,0.9
4.84519E-3,81.610505294,0.975485402,0.003503221,0.823943662,0.9
4.95738E-3,82.1062429,0.977502507,0.003390214,0.830985915,0.9
5.01469E-3,82.607711656,0.978468049,0.003277206,0.838028169,0.9
5.02906E-3,83.110617488,0.978703588,0.003164199,0.845070423,0.9
5.03451E-3,83.614068054,0.978792196,0.003051192,0.845070423,0.9
5.05849E-3,83.841116739,0.979177909,0.002938185,0.852112676,0.9
5.08825E-3,84.122892802,0.979646854,0.002938185,0.852112676,0.916666667
5.15856E-3,84.638748471,0.980713195,0.002825178,0.85915493,0.916666667
5.15999E-3,85.154747426,0.980734335,0.002712171,0.85915493,0.916666667
5.2268E-3,85.677427567,0.981694766,0.002599164,0.866197183,0.916666667
5.27965E-3,86.041377462,0.982420412,0.002486157,0.866197183,0.916666667
5.32211E-3,86.740020105,0.98298258,0.00237315,0.873239437,0.933333333
5.36391E-3,87.276410993,0.983518383,0.002260142,0.873239437,0.933333333
5.39776E-3,87.816187243,0.983939959,0.002147135,0.88028169,0.933333333
5.44195E-3,88.360382309,0.98447405,0.002034128,0.887323944,0.933333333
5.5776E-3,88.918142165,0.986005161,0.001921121,0.894366197,0.933333333
5.81002E-3,89.499144231,0.988285893,0.001808114,0.901408451,0.933333333
6.01419E-3,90.100563379,0.989980607,0.001695107,0.908450704,0.933333333
6.04744E-3,90.705307524,0.990232377,0.0015821,0.908450704,0.933333333
6.15926E-3,91.321233737,0.991033583,0.001469093,0.915492958,0.933333333
6.21185E-3,91.942418426,0.991387299,0.001356085,0.922535211,0.933333333
6.41701E-3,92.584119779,0.992638936,0.001243078,0.929577465,0.933333333
6.47764E-3,93.231884142,0.992972729,0.001130071,0.936619718,0.933333333
6.56137E-3,93.888020819,0.99340892,0.001017064,0.943661972,0.933333333
6.81198E-3,94.521259654,0.994559354,0.000904057,0.950704225,0.95
7.01986E-3,95.273181432,0.99535966,0.00079105,0.957746479,0.966666667
7.31106E-3,95.736237986,0.996286765,0.000678043,0.964788732,0.966666667
7.49094E-3,96.022275726,0.996764368,0.000678043,0.964788732,0.983333333
7.51605E-3,96.7738808,0.996825955,0.000565036,0.964788732,0.983333333
7.85826E-3,97.559707073,0.99755736,0.000452028,0.971830986,0.983333333
7.88476E-3,98.348183449,0.997606407,0.000339021,0.978873239,0.983333333
8.23356E-3,99.171539292,0.998167227,0.000226014,0.985915493,0.983333333
8.28461E-3,100,0.998237457,0.000113007,0.992957746,0.983333333
8.28461E-3,100,0.998237457,0.000113007,1,0.983333333
1.2635E-2,100,0.9999369,0,1,0.983333333
