Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,wc2.0_bio_30s_01 contribution,wc2.0_bio_30s_02 contribution,wc2.0_bio_30s_03 contribution,wc2.0_bio_30s_04 contribution,wc2.0_bio_30s_05 contribution,wc2.0_bio_30s_06 contribution,wc2.0_bio_30s_07 contribution,wc2.0_bio_30s_08 contribution,wc2.0_bio_30s_09 contribution,wc2.0_bio_30s_10 contribution,wc2.0_bio_30s_11 contribution,wc2.0_bio_30s_12 contribution,wc2.0_bio_30s_13 contribution,wc2.0_bio_30s_14 contribution,wc2.0_bio_30s_15 contribution,wc2.0_bio_30s_16 contribution,wc2.0_bio_30s_17 contribution,wc2.0_bio_30s_18 contribution,wc2.0_bio_30s_19 contribution,wc2.0_bio_30s_01 permutation importance,wc2.0_bio_30s_02 permutation importance,wc2.0_bio_30s_03 permutation importance,wc2.0_bio_30s_04 permutation importance,wc2.0_bio_30s_05 permutation importance,wc2.0_bio_30s_06 permutation importance,wc2.0_bio_30s_07 permutation importance,wc2.0_bio_30s_08 permutation importance,wc2.0_bio_30s_09 permutation importance,wc2.0_bio_30s_10 permutation importance,wc2.0_bio_30s_11 permutation importance,wc2.0_bio_30s_12 permutation importance,wc2.0_bio_30s_13 permutation importance,wc2.0_bio_30s_14 permutation importance,wc2.0_bio_30s_15 permutation importance,wc2.0_bio_30s_16 permutation importance,wc2.0_bio_30s_17 permutation importance,wc2.0_bio_30s_18 permutation importance,wc2.0_bio_30s_19 permutation importance,Training gain without wc2.0_bio_30s_01,Training gain without wc2.0_bio_30s_02,Training gain without wc2.0_bio_30s_03,Training gain without wc2.0_bio_30s_04,Training gain without wc2.0_bio_30s_05,Training gain without wc2.0_bio_30s_06,Training gain without wc2.0_bio_30s_07,Training gain without wc2.0_bio_30s_08,Training gain without wc2.0_bio_30s_09,Training gain without wc2.0_bio_30s_10,Training gain without wc2.0_bio_30s_11,Training gain without wc2.0_bio_30s_12,Training gain without wc2.0_bio_30s_13,Training gain without wc2.0_bio_30s_14,Training gain without wc2.0_bio_30s_15,Training gain without wc2.0_bio_30s_16,Training gain without wc2.0_bio_30s_17,Training gain without wc2.0_bio_30s_18,Training gain without wc2.0_bio_30s_19,Training gain with only wc2.0_bio_30s_01,Training gain with only wc2.0_bio_30s_02,Training gain with only wc2.0_bio_30s_03,Training gain with only wc2.0_bio_30s_04,Training gain with only wc2.0_bio_30s_05,Training gain with only wc2.0_bio_30s_06,Training gain with only wc2.0_bio_30s_07,Training gain with only wc2.0_bio_30s_08,Training gain with only wc2.0_bio_30s_09,Training gain with only wc2.0_bio_30s_10,Training gain with only wc2.0_bio_30s_11,Training gain with only wc2.0_bio_30s_12,Training gain with only wc2.0_bio_30s_13,Training gain with only wc2.0_bio_30s_14,Training gain with only wc2.0_bio_30s_15,Training gain with only wc2.0_bio_30s_16,Training gain with only wc2.0_bio_30s_17,Training gain with only wc2.0_bio_30s_18,Training gain with only wc2.0_bio_30s_19,Test gain without wc2.0_bio_30s_01,Test gain without wc2.0_bio_30s_02,Test gain without wc2.0_bio_30s_03,Test gain without wc2.0_bio_30s_04,Test gain without wc2.0_bio_30s_05,Test gain without wc2.0_bio_30s_06,Test gain without wc2.0_bio_30s_07,Test gain without wc2.0_bio_30s_08,Test gain without wc2.0_bio_30s_09,Test gain without wc2.0_bio_30s_10,Test gain without wc2.0_bio_30s_11,Test gain without wc2.0_bio_30s_12,Test gain without wc2.0_bio_30s_13,Test gain without wc2.0_bio_30s_14,Test gain without wc2.0_bio_30s_15,Test gain without wc2.0_bio_30s_16,Test gain without wc2.0_bio_30s_17,Test gain without wc2.0_bio_30s_18,Test gain without wc2.0_bio_30s_19,Test gain with only wc2.0_bio_30s_01,Test gain with only wc2.0_bio_30s_02,Test gain with only wc2.0_bio_30s_03,Test gain with only wc2.0_bio_30s_04,Test gain with only wc2.0_bio_30s_05,Test gain with only wc2.0_bio_30s_06,Test gain with only wc2.0_bio_30s_07,Test gain with only wc2.0_bio_30s_08,Test gain with only wc2.0_bio_30s_09,Test gain with only wc2.0_bio_30s_10,Test gain with only wc2.0_bio_30s_11,Test gain with only wc2.0_bio_30s_12,Test gain with only wc2.0_bio_30s_13,Test gain with only wc2.0_bio_30s_14,Test gain with only wc2.0_bio_30s_15,Test gain with only wc2.0_bio_30s_16,Test gain with only wc2.0_bio_30s_17,Test gain with only wc2.0_bio_30s_18,Test gain with only wc2.0_bio_30s_19,AUC without wc2.0_bio_30s_01,AUC without wc2.0_bio_30s_02,AUC without wc2.0_bio_30s_03,AUC without wc2.0_bio_30s_04,AUC without wc2.0_bio_30s_05,AUC without wc2.0_bio_30s_06,AUC without wc2.0_bio_30s_07,AUC without wc2.0_bio_30s_08,AUC without wc2.0_bio_30s_09,AUC without wc2.0_bio_30s_10,AUC without wc2.0_bio_30s_11,AUC without wc2.0_bio_30s_12,AUC without wc2.0_bio_30s_13,AUC without wc2.0_bio_30s_14,AUC without wc2.0_bio_30s_15,AUC without wc2.0_bio_30s_16,AUC without wc2.0_bio_30s_17,AUC without wc2.0_bio_30s_18,AUC without wc2.0_bio_30s_19,AUC with only wc2.0_bio_30s_01,AUC with only wc2.0_bio_30s_02,AUC with only wc2.0_bio_30s_03,AUC with only wc2.0_bio_30s_04,AUC with only wc2.0_bio_30s_05,AUC with only wc2.0_bio_30s_06,AUC with only wc2.0_bio_30s_07,AUC with only wc2.0_bio_30s_08,AUC with only wc2.0_bio_30s_09,AUC with only wc2.0_bio_30s_10,AUC with only wc2.0_bio_30s_11,AUC with only wc2.0_bio_30s_12,AUC with only wc2.0_bio_30s_13,AUC with only wc2.0_bio_30s_14,AUC with only wc2.0_bio_30s_15,AUC with only wc2.0_bio_30s_16,AUC with only wc2.0_bio_30s_17,AUC with only wc2.0_bio_30s_18,AUC with only wc2.0_bio_30s_19,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species,142,2.4549,2.7645,500,0.9769,60,2.5450,0.9692,0.0054,8849,0.3844,1.6882,25.8373,38.9876,6.2143,1.7717,10.3556,0.1372,0.0188,3.1426,1.0205,1.1341,0.7017,0.2353,3.2391,0.0091,4.4921,0.0890,0.5414,0.4153,0.4895,68.0484,5.3875,2.4798,5.6997,1.4774,0.6502,0.0122,8.7643,0.5295,1.5491,0.8326,0.7756,0.4332,0.0000,1.0119,0.0106,1.4331,2.4496,2.4524,2.4273,2.4397,2.4517,2.4438,2.4519,2.4540,2.4570,2.4511,2.4535,2.4450,2.4426,2.4505,2.4355,2.4532,2.4479,2.4553,2.4464,0.5094,0.2563,1.7854,1.8425,0.3668,0.9752,1.7634,0.3344,0.6900,0.3928,0.7832,1.1020,0.9027,0.7519,0.3497,0.9033,0.8992,0.6684,0.9213,2.5446,2.5369,2.5073,2.5396,2.5355,2.5354,2.5347,2.5452,2.5562,2.5488,2.5392,2.5458,2.5521,2.5398,2.5422,2.5581,2.5339,2.5719,2.5507,0.5537,0.1908,1.8569,1.9265,0.4041,0.7947,1.7301,0.3428,0.6852,0.4228,0.6747,0.8699,0.7370,0.5655,0.2427,0.7942,0.6698,0.5004,0.5355,0.9693,0.9690,0.9680,0.9691,0.9690,0.9694,0.9689,0.9689,0.9693,0.9693,0.9689,0.9691,0.9694,0.9694,0.9688,0.9697,0.9689,0.9700,0.9695,0.7766,0.6734,0.9386,0.9376,0.6934,0.7989,0.9318,0.6738,0.8053,0.7403,0.8003,0.8432,0.8187,0.7961,0.6562,0.8256,0.8165,0.7800,0.8053,6.6404,0.0494,1.0000,0.0158,0.1906,0.0000,0.0000,1.212E-57,5.0000,0.1051,0.1200,0.0211,0.0500,0E0,10.0000,0.1827,0.0931,0.0563,0.1000,0E0,3.8776,0.0785,0.1301,0.0000,0.0500,0E0,17.1350,0.2596,0.0677,0.0986,0.1667,0E0,14.1014,0.2204,0.0774,0.0775,0.1167,0E0,3.8776,0.0785,0.1301,0.0000,0.0500,0E0,8.4902,0.1679,0.1000,0.0423,0.1000,0E0,6.3071,0.1398,0.1112,0.0282,0.0500,0E0,1.7323,0.0339,0.1644,0.0000,0.0333,2.2E-63,11.6417,0.1967,0.0865,0.0634,0.1000,0E0
